16541597,52.5464403,13.3454394
30015304,52.457551,13.3216039
69226035,52.5105088,13.3959459
69226073,52.5104026,13.3894102
249075198,52.5161048,13.4022644
249075212,52.5156694,13.4009073
249075213,52.5154036,13.4011498
249075226,52.5154861,13.4004488
249075227,52.5152921,13.4006274
256898645,52.5210476,13.4132289
256898646,52.5202296,13.4132494
258084890,52.5248562,13.399419
260762771,52.515364,13.3832566
262521810,52.5182852,13.3805702
270395334,52.5176938,13.3478716
270395338,52.5194027,13.3487466
273418863,52.5040975,13.6192806
273418893,52.5042647,13.6243189
276325869,52.5437828,13.3514765
276689626,52.5217875,13.3779429
277065067,52.4573971,13.3209
277297699,52.511727,13.396458
279972858,52.5446,13.3513659
283031036,52.51525,13.3816009
284557960,52.5208579,13.4092065
285882748,52.5161713,13.3503144
289773218,52.5152555,13.3846653
289780847,52.5175473,13.3857257
297081170,52.515322,13.4543301
298367106,52.5041456,13.4416893
304790867,52.5315316,13.2959046
304790916,52.5311139,13.2986684
308725618,52.5768832,13.4063932
308726377,52.5763995,13.406633
312576866,52.5736466,13.3035171
312576868,52.5729307,13.3035129
313145168,52.5247741,13.4430242
315520343,52.5778574,13.3022639
315520346,52.577824,13.3028382
315729676,52.5774113,13.3058115
316219272,52.5779435,13.3024663
323228660,52.5197365,13.4224494
338178874,52.4585984,13.3103323
339928902,52.5448703,13.3525492
340844773,52.5106343,13.2969891
340844775,52.5107604,13.2980909
340845331,52.5112436,13.305049
340845333,52.5117463,13.3055298
340847734,52.5232275,13.4156963
340847737,52.5234346,13.4152097
340847742,52.5239937,13.4139615
340847744,52.5241368,13.4136172
340847746,52.524275,13.4133311
340847749,52.5264071,13.4156118
340848781,52.5209301,13.4163795
340848783,52.5204417,13.4164924
340850888,52.5301715,13.4257057
340850891,52.5298706,13.426143
340850893,52.5300699,13.4263829
340850896,52.5304478,13.426819
340850899,52.5313743,13.4279102
340850901,52.5320774,13.4274368
340850906,52.5319635,13.4285766
340850909,52.5323516,13.4280768
340850912,52.5324324,13.4282006
340850917,52.5325099,13.4282817
340850920,52.5330611,13.42874
364316572,52.5137687,13.3823772
367944590,52.5163109,13.3863942
370506906,52.5186399,13.3886431
372353890,52.5055047,13.2813607
372353898,52.5078487,13.2804321
372353902,52.5080861,13.280027
372353906,52.5077153,13.2804054
372353909,52.5076636,13.2805054
372353912,52.5075487,13.2804093
372353916,52.5073493,13.2800689
372353920,52.5073143,13.2789898
372353924,52.5076077,13.2781499
