833827673,52.4416855,13.2829882
3098127335,52.5018632,13.414331
1124869515,52.5368077,13.3654415
3228632521,52.5124701,13.2239595
3993576587,52.4799733,13.4357066
3087286607,52.521806,13.259198
3095030946,52.5367171,13.4197465
3095034642,52.5870427,13.4824324
2693191718,52.5646222,13.4604336
2744238211,52.5493975,13.3548106
3239760167,52.5259865,13.4098663
3235733611,52.4727846,13.4361153
2916637924,52.5650977,13.4602968
2751617005,52.5642328,13.3935294
3081710703,52.4900872,13.3497265
3099630610,52.5541367,13.2737538
3889187275,52.5285073,13.4142281
3183939288,52.5270224,13.3925716
1123749021,52.4679854,13.308696
3095033432,52.572574,13.401558
3094231347,52.5728572,13.3381702
2754002859,52.4639677,13.3360581
3092557476,52.4897585,13.3872129
260647496,52.4875315,13.4860314
3491168549,52.5238132,13.357142
1775077580,52.5875076,13.3210417
4283450699,52.5122105,13.5067791
2765495075,52.5248293,13.4866625
3639548099,52.5107161,13.3220807
323711094,52.5612366,13.6166422
1714201346,52.5205749,13.3070884
2706983711,52.4441153,13.2533744
2866943886,52.4852811,13.5866823
2728025960,52.5502602,13.418088
260696516,52.4743906,13.5996178
3222684839,52.6026496,13.3621866
1308610358,52.5213389,13.4714955
2750160945,52.4756696,13.449847
323465917,52.569457,13.6445717
3234238098,52.4802245,13.4426737
3885766126,52.5529916,13.5655028
3095031831,52.5466545,13.4277684
3096711505,52.5062259,13.2973601
559643669,52.5110825,13.4971878
2752830516,52.4599151,13.3141779
1134242543,52.5817454,13.3236388
260658880,52.537325,13.3749244
1134052996,52.5429175,13.3787134
260696050,52.4736172,13.5532396
1129934864,52.4959225,13.409297
3103219834,52.4713408,13.1963228
3087287359,52.5399166,13.2757366
3882883491,52.5163358,13.609154
2756981341,52.5108122,13.2814065
218554186,52.551992,13.397982
559643763,52.4925246,13.570106
3095031032,52.541914,13.3765575
3095031270,52.5719073,13.4001515
559658860,52.4586422,13.5615428
3087286566,52.519474,13.3418927
2752801980,52.5085372,13.2968279
3095034436,52.5793151,13.4204969
3096720938,52.5092586,13.2973467
3096706367,52.4726969,13.3006273
2702722640,52.4253638,13.4365267
3157848355,52.4669761,13.3364722
3095030850,52.541791,13.3770076
1134403294,52.5235834,13.1899766
2756981422,52.5244579,13.3493203
2746916402,52.5209199,13.4114995
3096706478,52.5023921,13.2869241
3096698543,52.4696251,13.3022007
3081734851,52.4946833,13.3463906
1712912961,52.5246152,13.3244224
3103219630,52.469533,13.2360675
3096711442,52.4436923,13.2269831
3095030642,52.5457154,13.4225943
3092554792,52.456459,13.3558094
1492536487,52.5941792,13.4174678
1120211362,52.5407663,13.4176162
3087281284,52.5676788,13.3883789
3087287005,52.5299258,13.2956664
3096711453,52.454924,13.2399675
3087286418,52.5238443,13.3516531
3319458982,52.5584333,13.4316595
323417131,52.572749,13.5770389
2780251314,52.4375602,13.4730775
559643932,52.4997624,13.5959745
